Filename,Predictions
2009_000453,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_000483,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2009_000501,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_000512,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2009_000563,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2009_000573,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_000619,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_000625,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_000631,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_000670,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2009_000676,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2009_000702,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_000704,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
2009_000723,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_000811,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2009_000817,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_000846,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0"
2009_000858,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2009_000879,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_000909,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001007,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_001066,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001090,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001106,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_001155,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_001198,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001207,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001249,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2009_001266,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001320,"0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0"
2009_001349,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2009_001367,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001397,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001440,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
2009_001456,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001501,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001536,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_001539,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0"
2009_001645,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0"
2009_001713,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001733,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_001754,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2009_001759,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0"
2009_001765,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001774,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001822,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_001835,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001850,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001881,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001911,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2009_001967,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_001991,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2009_002012,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2009_002097,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2009_002131,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0"
2009_002171,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_002194,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_002211,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_002306,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_002325,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2009_002346,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_002349,"0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_002350,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_002517,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_002569,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0"
2009_002634,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_002651,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2009_002680,"1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_002712,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_002744,"0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_002753,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_002790,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_002975,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2009_002982,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_003022,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_003125,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_003128,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0"
2009_003144,"0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_003153,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003181,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003201,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003214,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
2009_003238,"0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0"
2009_003273,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003351,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003373,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2009_003375,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2009_003387,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003487,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003521,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2009_003530,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2009_003592,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003627,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003633,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_003635,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003704,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003776,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_003805,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003847,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003899,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
2009_003903,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0"
2009_003905,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003955,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_003986,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2009_003992,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2009_004001,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004044,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004050,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_004099,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004125,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004126,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_004140,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2009_004197,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_004210,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004248,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004274,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004329,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_004359,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
2009_004382,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004419,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2009_004436,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004455,"0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0"
2009_004530,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2009_004579,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004623,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
2009_004645,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_004687,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2009_004697,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_004718,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2009_004730,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004758,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_004822,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_004823,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2009_004845,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0"
2009_004857,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2009_004869,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2009_004934,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_004947,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_004956,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_004982,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_005061,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_005062,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1"
2009_005103,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_005104,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2009_005140,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2009_005165,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2009_005204,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2009_005220,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_005286,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2009_005292,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2009_005310,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0"
2010_000020,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_000038,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0"
2010_000050,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_000054,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000145,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000159,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000202,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000216,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_000247,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000261,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000309,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
2010_000312,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_000351,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_000406,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_000485,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2010_000493,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_000530,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_000541,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000552,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000559,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_000573,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000628,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000646,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2010_000695,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2010_000724,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000727,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2010_000729,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000778,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_000791,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000811,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000821,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0"
2010_000829,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000836,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000846,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_000866,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000876,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000961,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_000968,"0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0"
2010_001000,"0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0"
2010_001021,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001109,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001158,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_001163,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_001172,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001518,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001557,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2010_001601,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001646,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_001671,"0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0"
2010_001712,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001720,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001760,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_001827,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001868,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001869,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_001927,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_001966,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002002,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1"
2010_002050,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002089,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002102,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002183,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0"
2010_002195,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2010_002229,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002245,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2010_002251,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2010_002307,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002336,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2010_002365,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002366,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2010_002388,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002390,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2010_002420,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_002468,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002479,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002482,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002526,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2010_002623,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2010_002631,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002639,"0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0"
2010_002645,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002661,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
2010_002682,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_002725,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0"
2010_002728,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
2010_002741,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_002767,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_002790,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_002860,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0"
2010_002881,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0"
2010_002914,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_003016,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2010_003102,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
2010_003123,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
2010_003129,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_003160,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_003201,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
2010_003207,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2010_003214,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_003231,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003249,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003285,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_003314,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
2010_003335,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_003362,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003365,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003368,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003376,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
2010_003385,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003390,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003401,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0"
2010_003427,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003429,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
2010_003514,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_003559,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003562,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_003597,"0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0"
2010_003645,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_003701,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003757,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003758,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003779,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003811,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003847,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_003915,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_003919,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_003936,"0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_003944,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0"
2010_003955,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_003961,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
2010_004006,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004036,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004054,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004102,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_004157,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004187,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004193,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
2010_004209,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
2010_004380,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
2010_004439,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
